Gene_acc,Gene_id,bsf,pcf,rank_bsf,rank_pcf,Desc,prot_group
637,Tb427_020016900,6.17,7.69,4278,6516,"hypothetical protein, conserved",PG469
638,Tb427_020017000,5.94,5.39,3715,3144,"Elongation factor Tu GTP binding domain containing protein, putative",PG470
639,Tb427_020017100,5.04,3.9,1745,1890,"Beige/BEACH domain containing protein, putative",PG471
640,Tb427_020017200,6.27,3.88,4520,1863,"Ubiquitin-conjugating enzyme, putative",PG472
641,Tb427_020017300,4.68,3.74,1333,1575,"hypothetical protein, conserved",PG473
642,Tb427_020017400,4.38,3.61,1096,764,"Domain of unknown function (DUF4520), putative",PG474
643,Tb427_020017500,6.91,6.83,5708,5903,"Elongation factor Tu GTP binding domain/50S ribosome-binding GTPase/Translation-initiation factor 2, putative",PG475
644,Tb427_020017600,6.93,6.66,5745,5692,"hypothetical protein, conserved",PG476
645,Tb427_020017700,7.15,6.0,6010,4501,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), putative",PG477
646,Tb427_020017800,5.33,5.2,2263,2815,"Beta-ketoacyl synthase, N-terminal domain/Beta-ketoacyl synthase, C-terminal domain containing protein, putative",PG478
647,Tb427_020018000,5.1,4.05,1847,2039,"MCM N-terminal domain/MCM OB domain/MCM P-loop domain/Sigma-54 interaction domain/Magnesium chelatase, subunit ChlI/MCM AAA-lid domain containing protein, putative",PG479
648,Tb427_020018100,4.76,3.61,1400,860,"DnaJ domain containing protein, putative",PG480
649,Tb427_020018300,5.79,5.57,3336,3523,"GRIP-related Arf-binding domain containing protein, putative",PG481
650,Tb427_020018400,4.8,3.99,1441,1992,"hypothetical protein, conserved",PG482
651,Tb427_020018500,4.6,4.82,1265,2372,"ThiF family, putative",PG483
652,Tb427_020018600,6.49,5.67,5029,3723,"hypothetical protein, conserved",PG484
653,Tb427_020018700,6.48,6.29,5019,5116,"hypothetical protein, conserved",PG485
654,Tb427_020018800,7.27,6.61,6145,5632,"ADP-ribosylation factor family/Signal recognition particle receptor beta subunit/Elongation factor Tu GTP binding domain/50S ribosome-binding GTPase, putative",PG486
655,Tb427_020018900,6.68,6.93,5356,6013,"Insulinase (Peptidase family M16)/Peptidase M16 inactive domain containing protein, putative",PG487
656,Tb427_020019000,6.41,6.1,4855,4715,"Enoyl-CoA hydratase/isomerase/3-hydroxyacyl-CoA dehydrogenase, NAD binding domain/3-hydroxyacyl-CoA dehydrogenase, C-terminal domain containing protein, putative",PG488
657,Tb427_020019100,4.18,5.25,1017,2898,"hypothetical protein, conserved",PG489
658,Tb427_020019300,5.77,3.89,3275,1881,"hypothetical protein, conserved",PG490
659,Tb427_020019400,3.37,5.69,630,3758,"Protein kinase domain/Protein tyrosine kinase, putative",PG491
660,Tb427_020019500,7.84,8.1,6485,6644,"Phosphoenolpyruvate carboxykinase, putative",PG492
661,Tb427_020019600,6.89,6.58,5680,5589,"hypothetical protein, conserved",PG493
662,Tb427_020019700,4.58,6.79,1241,5861,"50S ribosome-binding GTPase/Ferrous iron transport protein B/Protein of unknown function (DUF933), putative",PG494
663,Tb427_020019800,6.14,5.26,4207,2914,"Dual specificity phosphatase, catalytic domain containing protein, putative",PG495
664,Tb427_020019900,6.76,6.37,5466,5257,"Paraflagellar rod protein/SH3 domain/Variant SH3 domain containing protein, putative",PG496
665,Tb427_020020100,7.19,7.09,6054,6151,"CHAP domain/Glutathionylspermidine synthase preATP-grasp, putative",PG497
666,Tb427_020020200,5.2,5.76,2013,3934,"hypothetical protein, conserved",PG498
667,Tb427_020020300,6.37,5.77,4760,3947,"Calcineurin-like phosphoesterase/Mre11 DNA-binding presumed domain containing protein, putative",PG499
668,Tb427_020020400,5.34,6.28,2291,5105,"hypothetical protein, conserved",PG500
669,Tb427_020020500,6.59,5.78,5220,3963,"Eukaryotic protein of unknown function (DUF846), putative",PG501
670,Tb427_020020600,3.47,3.64,787,1064,"MIZ/SP-RING zinc finger containing protein, putative",PG502
671,Tb427_020020800,7.19,7.18,6049,6222,"hypothetical protein, conserved",PG503
672,Tb427_020020900,4.44,3.78,1129,1689,"hypothetical protein, conserved",PG504
673,Tb427_020021100,6.09,3.71,4101,1469,"hypothetical protein, conserved",PG505
674,Tb427_020021200,5.73,4.73,3194,2300,"Protein kinase domain/Protein tyrosine kinase, putative",PG506
675,Tb427_020021300,6.35,5.78,4720,3956,"Dpy-30 motif containing protein, putative",PG507
676,Tb427_020021400,6.99,6.41,5821,5315,"hypothetical protein, conserved",PG508
677,Tb427_020021500,6.97,7.04,5794,6110,"LSM domain containing protein, putative",PG509
678,Tb427_020021600,6.2,6.35,4344,5219,"FtsJ-like methyltransferase/Domain of unknown function (DUF3381)/Spb1 C-terminal domain containing protein, putative",PG510
679,Tb427_020021700,5.1,5.08,1838,2648,"Rab-GTPase-TBC domain containing protein, putative",PG511
680,Tb427_020021800,7.73,7.33,6437,6331,"GMP-PDE, delta subunit, putative",PG512
681,Tb427_020022000,8.14,7.27,6593,6290,"Amino-transferase class IV, putative",PG513
682,Tb427_020021900,8.14,7.27,6593,6290,"Amino-transferase class IV, putative",PG513
683,Tb427_020022200,6.18,4.49,4306,2183,"hypothetical protein, conserved",PG514
684,Tb427_020022300,3.28,3.49,327,48,"hypothetical protein, conserved",PG515
685,Tb427_020022500,6.14,6.89,4214,5977,"hypothetical protein, conserved",PG516
686,Tb427_020022600,7.62,7.77,6395,6552,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)/Zinc knuckle, putative",PG517
687,Tb427_020022700,5.04,3.55,1739,262,"Alg9-like mannosyltransferase family, putative",PG518
688,Tb427_020022800,5.54,5.32,2720,3023,"Ribosomal protein L11, N-terminal domain/Ribosomal protein L11, RNA binding domain containing protein, putative",PG519
689,Tb427_020023900,5.54,5.32,2720,3023,"Ribosomal protein L11, N-terminal domain/Ribosomal protein L11, RNA binding domain containing protein, putative",PG519
690,Tb427_020024000,5.42,5.43,2458,3234,"hypothetical protein, conserved",PG520
691,Tb427_020022900,5.42,5.43,2458,3234,"hypothetical protein, conserved",PG520
692,Tb427_020023100,6.07,5.07,4053,2634,"hypothetical protein, conserved",PG521
693,Tb427_020023200,5.73,5.99,3191,4475,"hypothetical protein, conserved",PG522
694,Tb427_020023300,3.27,5.39,265,3139,"hypothetical protein, conserved",PG523
695,Tb427_020023400,6.56,6.15,5156,4830,"WD domain, G-beta repeat, putative",PG524
696,Tb427_020023500,6.06,6.04,4042,4594,"NLI interacting factor-like phosphatase, putative",PG525
697,Tb427_020023600,5.64,6.62,2941,5640,"Vitamin K epoxide reductase family, putative",PG526
698,Tb427_020023700,7.05,7.11,5883,6171,"Phosducin/Thioredoxin, putative",PG527
699,Tb427_020023800,6.62,3.75,5256,1611,"Dual specificity phosphatase, catalytic domain containing protein, putative",PG528
700,Tb427_020024300,7.05,7.29,5877,6306,"GDSL-like Lipase/Acylhydrolase/GDSL-like Lipase/Acylhydrolase family, putative",PG529
701,Tb427_020024400,3.25,3.67,196,1288,"hypothetical protein, conserved",PG530
702,Tb427_020024500,5.23,3.94,2060,1947,hypothetical protein,PG531
703,Tb427_020024600,4.99,4.89,1679,2434,"Vacuolar sorting 38 and autophagy-related subunit 14, putative",PG532
704,Tb427_020024700,6.21,6.22,4377,4983,"EMG1/NEP1 methyltransferase, putative",PG533
705,Tb427_020024800,5.69,3.79,3095,1699,"hypothetical protein, conserved",PG534
706,Tb427_020024900,4.64,5.21,1298,2828,"hypothetical protein, conserved",PG535
707,Tb427_020025000,5.98,4.97,3823,2516,"Meiotic cell cortex C-terminal pleckstrin homology, putative",PG536
708,Tb427_020025100,5.1,5.1,1851,2683,"Acyl-CoA oxidase, putative",PG537
709,Tb427_020025200,6.4,6.06,4823,4621,"Spt5 transcription elongation factor, acidic N-terminal/Early transcription elongation factor of RNA pol II, NGN section, putative",PG538
710,Tb427_020025300,5.46,5.73,2548,3843,"MORN repeat, putative",PG539
711,Tb427_020025400,5.69,5.49,3070,3335,"Protein phosphatase 2C, putative",PG540
712,Tb427_020025500,7.41,6.36,6268,5239,"50S ribosome-binding GTPase/Protein of unknown function (DUF933), putative",PG541
713,Tb427_020025600,3.37,3.58,635,499,"hypothetical protein, conserved",PG542
714,Tb427_020026000,4.51,6.22,1177,4979,"Regulated-SNARE-like domain/Synaptobrevin, putative",PG543
715,Tb427_020026100,6.12,6.47,4172,5424,"hypothetical protein, conserved",PG544
716,Tb427_020026200,3.43,5.76,742,3937,"hypothetical protein, conserved",PG545
717,Tb427_020026300,6.83,6.56,5572,5563,"Tetratricopeptide repeat/Potential Monad-binding region of RPAP3, putative",PG546
718,Tb427_020026400,7.85,7.53,6489,6432,"DnaJ domain/DnaJ C terminal domain/DnaJ central domain containing protein, putative",PG547
719,Tb427_020026500,4.72,5.47,1359,3301,"Aldo/keto reductase family, putative",PG548
720,Tb427_020026700,5.66,3.83,2998,1777,"hypothetical protein, conserved",PG549
721,Tb427_020026800,5.0,5.89,1686,4247,"short chain dehydrogenase/KR domain/NAD dependent epimerase/dehydratase family/Enoyl-(Acyl carrier protein) reductase, putative",PG550
722,Tb427_020026900,6.1,5.95,4127,4375,"hypothetical protein, conserved",PG551
723,Tb427_020027000,6.25,6.08,4483,4665,"Protein kinase domain/Kinase-like/Protein tyrosine kinase, putative",PG552
724,Tb427_020027100,6.71,6.53,5409,5522,"Prp19/Pso4-like/WD domain, G-beta repeat, putative",PG553
725,Tb427_020027200,4.76,4.99,1396,2534,"Tubulin-tyrosine ligase family, putative",PG554
726,Tb427_020027300,5.36,3.64,2336,1050,"hypothetical protein, conserved",PG555
727,Tb427_020027400,6.34,5.65,4705,3674,"Dynein heavy chain, N-terminal region 2/Hydrolytic ATP binding site of dynein motor region/Dynein heavy chain AAA lid domain/P-loop containing dynein motor region/AAA domain (dynein-related subfamily)/AAA+ lid domain/P-loop containing dynein motor region D4/Microtubule-binding stalk of dynein motor/",PG556
728,Tb427_020027500,5.13,6.06,1908,4633,"BNR repeat-like domain containing protein, putative",PG557
729,Tb427_020028700,3.24,4.23,147,2110,"ABC transporter, putative",PG558
730,Tb427_020028800,3.31,3.93,436,1939,"hypothetical protein, conserved",PG559
731,Tb427_020029500,5.13,6.47,1895,5419,"hypothetical protein, conserved",PG560
732,Tb427_020029000,5.13,6.47,1895,5419,"hypothetical protein, conserved",PG560
733,Tb427_020029300,3.39,3.59,684,567,"hypothetical protein, conserved",PG561
734,Tb427_020029200,3.39,3.59,684,567,"hypothetical protein, conserved",PG561
735,Tb427_020029400,4.02,3.9,976,1894,"hypothetical protein, conserved",PG562
736,Tb427_020029100,4.02,3.9,976,1894,"hypothetical protein, conserved",PG562
737,Tb427_020029700,7.54,6.89,6353,5973,"Cytidylate kinase/AAA domain/Adenylate kinase, putative",PG563
738,Tb427_020030100,4.03,3.78,977,1684,"Tyrosyl-DNA phosphodiesterase, putative",PG564
739,Tb427_020030200,6.23,6.02,4430,4544,"hypothetical protein, conserved",PG565
740,Tb427_020030300,7.26,6.84,6135,5913,"Fructose-1-6-bisphosphatase, N-terminal domain/Inositol monophosphatase family, putative",PG566
741,Tb427_020030400,6.15,5.86,4236,4156,"Holliday-junction resolvase-like of SPT6/SH2 domain containing protein, putative",PG567
742,Tb427_020030500,6.25,5.85,4491,4152,"hypothetical protein, conserved",PG568
743,Tb427_020030600,4.84,5.59,1483,3559,"hypothetical protein, conserved",PG569
744,Tb427_020030700,6.85,6.49,5612,5459,"LSM domain containing protein, putative",PG570
745,Tb427_020030800,5.07,5.56,1781,3496,"hypothetical protein, conserved",PG571
746,Tb427_020030900,5.31,5.71,2233,3793,"hypothetical protein, conserved",PG572
747,Tb427_020031000,4.83,4.57,1477,2216,"hypothetical protein, conserved",PG573
748,Tb427_100159900,8.16,8.02,6598,6629,"Ribosomal S13/S15 N-terminal domain/Ribosomal protein S15, putative",PG574
749,Tb427_020031100,8.16,8.02,6598,6629,"Ribosomal S13/S15 N-terminal domain/Ribosomal protein S15, putative",PG574
750,Tb427_020031200,5.72,5.66,3159,3704,"hypothetical protein, conserved",PG575
751,Tb427_020031300,5.81,5.57,3383,3516,"hypothetical protein, conserved",PG576
752,Tb427_020031400,5.35,6.32,2298,5156,"hypothetical protein, conserved",PG577
753,Tb427_020031500,7.43,6.97,6284,6041,"Clp amino terminal domain, pathogenicity island component/ATPase family associated with various cellular activities (AAA)/AAA lid domain/Sigma-54 interaction domain/AAA domain (Cdc48 subfamily)/AAA domain (dynein-related subfamily)/C-terminal, D2-small domain, of ClpB protein, putative",PG578
754,Tb427_020031600,7.51,3.57,6326,423,"Variant-surface-glycoprotein phospholipase C/Phosphatidylinositol-specific phospholipase C, X domain containing protein, putative",PG579
755,Tb427_020031700,6.81,6.51,5552,5489,"WD domain, G-beta repeat/Coatomer WD associated region containing protein, putative",PG580
756,Tb427_020031800,6.36,6.19,4745,4917,"Zn-finger in Ran binding protein and others, putative",PG581
757,Tb427_020031900,5.72,3.72,3154,1515,"hypothetical protein, conserved",PG582
758,Tb427_110037400,7.89,7.46,6509,6396,"Ribosomal protein L44, putative",PG583
759,Tb427_020032000,7.89,7.46,6509,6396,"Ribosomal protein L44, putative",PG583
760,Tb427_020032100,6.39,6.09,4800,4698,"hypothetical protein, conserved",PG584
761,Tb427_020032200,3.43,3.78,745,1674,"ABC transporter, putative",PG585
762,Tb427_020032300,5.29,3.51,2177,100,"Nucleoside transporter, putative",PG586
763,Tb427_020032700,5.84,3.63,3471,957,"Nucleoside transporter, putative",PG587
764,Tb427_020032900,5.1,3.56,1848,338,"Nucleoside transporter, putative",PG588
765,Tb427_020032500,5.1,3.56,1848,338,"Nucleoside transporter, putative",PG588
766,Tb427_030005200,6.1,3.54,4119,219,"hypothetical protein, conserved",PG589
767,Tb427_030005500,3.46,3.57,774,429,"hypothetical protein, conserved",PG590
768,Tb427_030005700,4.91,3.58,1577,550,"hypothetical protein, conserved",PG591
769,Tb427_030005800,6.28,5.11,4579,2690,"Acetyltransferase (GNAT) domain/Acetyltransferase (GNAT) family/FR47-like protein, putative",PG592
770,Tb427_030005900,5.25,4.91,2096,2450,"DEAD/DEAH box helicase/Helicase conserved C-terminal domain/Domain of unknown function (DUF4217), putative",PG593
771,Tb427_030006000,6.71,3.66,5399,1214,"hypothetical protein, conserved",PG594
772,Tb427_030006100,6.64,6.7,5293,5745,"hypothetical protein, conserved",PG595
773,Tb427_030006400,3.39,3.51,682,104,"hypothetical protein, conserved",PG596
774,Tb427_030006500,4.93,5.72,1605,3817,"Cytochrome P450, putative",PG597
775,Tb427_030006600,6.12,5.99,4166,4471,"Protein kinase domain/Protein tyrosine kinase, putative",PG598
776,Tb427_030006700,3.26,7.09,248,6146,"hypothetical protein, conserved",PG599
777,Tb427_030006800,3.37,3.64,640,1080,"RING-variant domain containing protein, putative",PG600
778,Tb427_030006900,6.62,6.04,5259,4596,"WW domain/Zinc finger C-x8-C-x5-C-x3-H type (and similar), putative",PG601
779,Tb427_030007000,5.29,3.78,2173,1677,"hypothetical protein, conserved",PG602
780,Tb427_030007100,6.76,6.13,5479,4788,"Torus domain containing protein, putative",PG603
781,Tb427_030007200,3.32,6.2,468,4953,"SET domain containing protein, putative",PG604
782,Tb427_030007300,6.2,5.57,4356,3507,"hypothetical protein, conserved",PG605
783,Tb427_030007400,3.22,5.3,76,2971,"hypothetical protein, conserved",PG606
784,Tb427_030007500,7.35,7.23,6221,6249,"Proteasome subunit A N-terminal signature/Proteasome subunit, putative",PG607
785,Tb427_030007600,5.69,3.54,3094,200,"hypothetical protein, conserved",PG608
786,Tb427_030007700,6.65,6.71,5302,5769,"VIT family, putative",PG609
787,Tb427_030007800,5.44,3.56,2492,349,"hypothetical protein, conserved",PG610
788,Tb427_030007900,5.63,6.33,2926,5180,"hypothetical protein, conserved",PG611
789,Tb427_030008000,6.35,6.35,4723,5216,"XPG N-terminal domain/XPG I-region, putative",PG612
790,Tb427_030008100,5.89,5.87,3601,4196,"hypothetical protein, conserved",PG613
791,Tb427_030008300,7.56,7.45,6362,6380,"Phosphopantetheine attachment site, putative",PG614
792,Tb427_030008400,5.49,3.75,2603,1598,"Histone RNA hairpin-binding protein RNA-binding domain containing protein, putative",PG615
793,Tb427_030008500,5.9,3.75,3607,1595,"Ankyrin repeats (3 copies)/Ankyrin repeat/Ankyrin repeats (many copies), putative",PG616
794,Tb427_030008600,5.65,5.46,2960,3274,"hypothetical protein, conserved",PG617
795,Tb427_030008700,5.32,3.71,2235,1465,"PUB domain containing protein, putative",PG618
796,Tb427_030008800,6.57,6.24,5179,5024,"Tubulin/FtsZ family, GTPase domain/Tubulin C-terminal domain containing protein, putative",PG619
797,Tb427_030008900,5.18,3.81,1984,1737,"hypothetical protein, conserved",PG620
798,Tb427_030009000,7.1,6.55,5939,5555,"Dynein heavy chain, N-terminal region 1/Dynein heavy chain, N-terminal region 2/Hydrolytic ATP binding site of dynein motor region/Dynein heavy chain AAA lid domain/P-loop containing dynein motor region/AAA+ lid domain/P-loop containing dynein motor region D4/Microtubule-binding stalk of dynein moto",PG621
799,Tb427_030009100,5.08,6.33,1799,5198,"Complex 1 protein (LYR family), putative",PG622
800,Tb427_030009200,5.21,3.56,2034,331,"hypothetical protein, conserved",PG623
801,Tb427_030009300,6.18,6.16,4290,4863,"2OG-Fe(II) oxygenase superfamily, putative",PG624
802,Tb427_030009400,7.33,3.6,6203,755,"SecE/Sec61-gamma subunits of protein translocation complex, putative",PG625
803,Tb427_030009500,5.92,5.71,3669,3807,"NAD binding domain of 6-phosphogluconate dehydrogenase/NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase, putative",PG626
804,Tb427_030009600,6.49,5.57,5027,3508,"hypothetical protein, conserved",PG627
805,Tb427_030009700,4.82,4.95,1460,2490,"hypothetical protein, conserved",PG628
806,Tb427_030009800,5.88,6.64,3554,5673,"Frataxin-like domain containing protein, putative",PG629
807,Tb427_030009900,7.69,7.58,6420,6468,"hypothetical protein, conserved",PG630
808,Tb427_030010000,5.62,6.23,2898,4994,"hypothetical protein, conserved",PG631
809,Tb427_030010100,7.13,7.28,5987,6299,"hypothetical protein, conserved",PG632
810,Tb427_030010200,6.91,6.21,5703,4962,"DUF1126 PH-like domain containing protein, putative",PG633
811,Tb427_030010300,4.61,3.49,1270,49,"PCRF domain/RF-1 domain containing protein, putative",PG634
812,Tb427_030010400,6.3,3.71,4614,1476,"Protein of unknown function (DUF1295), putative",PG635
813,Tb427_030010500,5.85,6.98,3491,6053,"hypothetical protein, conserved",PG636
814,Tb427_030010600,5.7,3.75,3096,1601,"hypothetical protein, conserved",PG637
815,Tb427_030010700,5.32,5.8,2241,4020,"Exonuclease, putative",PG638
816,Tb427_030010800,7.28,6.17,6160,4882,"Clusterin-associated protein-1, putative",PG639
817,Tb427_030010900,8.25,8.14,6624,6654,"ADP-ribosylation factor family/Ras of Complex, Roc, domain of DAPkinase/Ras family, putative",PG640
818,Tb427_030011000,6.21,6.28,4366,5099,"DNA polymerase delta subunit OB-fold domain/DNA polymerase alpha/epsilon subunit B, putative",PG641
819,Tb427_030011100,6.33,6.16,4687,4854,"Surp module, putative",PG642
820,Tb427_030011200,6.26,6.11,4511,4729,"Conserved hypothetical ATP binding protein, putative",PG643
821,Tb427_030011300,3.22,3.95,98,1951,"hypothetical protein, conserved",PG644
822,Tb427_030011400,6.09,5.57,4099,3506,"TAP42-like family, putative",PG645
823,Tb427_030011500,4.76,4.81,1399,2363,"hypothetical protein, conserved",PG646
824,Tb427_030011600,5.71,5.33,3126,3047,"hypothetical protein, conserved",PG647
825,Tb427_030011700,6.62,5.74,5250,3884,"hypothetical protein, conserved",PG648
826,Tb427_030011800,6.46,5.66,4949,3691,"Sec23/Sec24 zinc finger/Sec23/Sec24 trunk domain/Sec23/Sec24 beta-sandwich domain/Sec23/Sec24 helical domain containing protein, putative",PG649
827,Tb427_030012000,5.11,4.7,1864,2280,"La HTH in kinetoplastid DICER domain/KptA in kinetoplastid DICER domain containing protein, putative",PG650
828,Tb427_030012100,6.58,3.96,5185,1970,"Calcineurin-like phosphoesterase, putative",PG651
829,Tb427_030012200,6.88,3.52,5669,123,"RNA polymerases N / 8 kDa subunit, putative",PG652
830,Tb427_030012300,6.61,6.44,5248,5388,"hypothetical protein, conserved",PG653
831,Tb427_030012400,5.28,4.86,2159,2408,"PRP38 family, putative",PG654
832,Tb427_030012500,6.52,6.26,5083,5054,"NPL4 family, putative",PG655
833,Tb427_030012600,6.04,5.39,3988,3148,"Cullin family/Cullin protein neddylation domain containing protein, putative",PG656
834,Tb427_030012700,6.55,6.26,5139,5064,"hypothetical protein, conserved",PG657
835,Tb427_030012800,4.88,4.25,1535,2115,"Zinc-ribbon like family, putative",PG658
836,Tb427_030012900,3.34,3.6,542,680,"hypothetical protein, conserved",PG659
837,Tb427_030013100,5.88,5.73,3571,3841,"hypothetical protein, conserved",PG660
838,Tb427_030013200,6.08,6.15,4081,4828,"hypothetical protein, conserved",PG661
839,Tb427_100032800,8.33,7.46,6656,6393,"S25 ribosomal protein, putative",PG662
840,Tb427_030013400,8.33,7.46,6656,6393,"S25 ribosomal protein, putative",PG662
841,Tb427_030013500,7.89,8.05,6507,6636,"ATP synthase alpha/beta family, beta-barrel domain/ATP synthase alpha/beta family, nucleotide-binding domain containing protein, putative",PG663
842,Tb427_030013600,5.65,3.51,2969,108,"LMBR1-like membrane protein, putative",PG664
843,Tb427_030013700,5.8,4.74,3363,2307,"GNAT acetyltransferase, Mec-17, putative",PG665
844,Tb427_030013800,3.25,5.98,182,4445,"hypothetical protein, conserved",PG666
845,Tb427_030013900,4.86,3.75,1508,1604,"hypothetical protein, conserved",PG667
846,Tb427_030014000,6.33,5.48,4660,3310,"DnaJ domain/DnaJ C terminal domain/DnaJ central domain containing protein, putative",PG668
847,Tb427_030014100,3.67,3.6,913,684,"Holliday junction DNA helicase RuvB P-loop domain/ATPase family associated with various cellular activities (AAA), putative",PG669
848,Tb427_030014200,3.13,3.62,4,881,"CorA-like Mg2+ transporter protein, putative",PG670
849,Tb427_030015000,3.13,3.62,4,881,"CorA-like Mg2+ transporter protein, putative",PG670
850,Tb427_030014300,5.03,3.57,1731,453,"hypothetical protein, conserved",PG671
851,Tb427_030014900,5.03,3.57,1731,453,"hypothetical protein, conserved",PG671
852,Tb427_030014500,4.42,3.63,1120,987,"hypothetical protein, conserved",PG672
853,Tb427_030014700,5.75,3.55,3236,226,"Trypanosomal VSG domain containing protein, putative",PG673
854,Tb427_030015100,3.24,3.56,150,308,"CPBP intramembrane metalloprotease, putative",PG674
855,Tb427_030015200,5.14,5.38,1928,3123,"Rab3 GTPase-activating protein catalytic subunit, putative",PG675
856,Tb427_030015300,6.4,5.59,4831,3561,"hypothetical protein, conserved",PG676
857,Tb427_030015400,5.39,5.42,2387,3190,"Protein kinase domain/Protein tyrosine kinase/Fungal protein kinase, putative",PG677
858,Tb427_030015500,5.01,4.9,1701,2446,"hypothetical protein, conserved",PG678
859,Tb427_030015600,7.07,7.07,5902,6134,"Predicted ATPase of the ABC class, putative",PG679
860,Tb427_030015700,6.46,6.42,4960,5354,"hypothetical protein, conserved",PG680
861,Tb427_030015800,4.73,3.66,1375,1231,"Protein kinase domain containing protein, putative",PG681
862,Tb427_030015900,5.64,5.72,2940,3829,"ER-Golgi trafficking TRAPP I complex 85 kDa subunit, putative",PG682
863,Tb427_030016000,5.44,3.77,2508,1642,"Protein tyrosine kinase/Protein kinase domain containing protein, putative",PG683
864,Tb427_030016400,6.42,5.99,4883,4452,"Anaphase-promoting complex subunit 4 WD40 domain/WD domain, G-beta repeat, putative",PG684
865,Tb427_030016500,7.28,7.16,6157,6213,"hypothetical protein, conserved",PG685
866,Tb427_030016600,6.44,7.44,4923,6376,"hypothetical protein, conserved",PG686
867,Tb427_030016700,5.24,3.58,2073,495,"Diacylglycerol acyltransferase, putative",PG687
868,Tb427_030016800,5.68,5.97,3060,4430,"hypothetical protein, conserved",PG688
869,Tb427_030016900,5.79,6.97,3326,6050,"hypothetical protein, conserved",PG689
870,Tb427_030017000,6.23,6.82,4419,5897,"Elongation factor P (EF-P) KOW-like domain containing protein, putative",PG690
871,Tb427_030017100,6.44,6.2,4914,4959,"hypothetical protein, conserved",PG691
872,Tb427_030017200,3.48,3.96,796,1964,"HORMA domain containing protein, putative",PG692
873,Tb427_030017400,5.74,4.66,3202,2260,"Leucine-rich repeat, putative",PG693
874,Tb427_030017500,6.25,6.22,4489,4987,"LSM domain containing protein, putative",PG694
875,Tb427_030017600,7.75,7.97,6449,6611,"Transketolase, pyrimidine binding domain/Transketolase, C-terminal domain containing protein, putative",PG695
876,Tb427_030017700,6.04,5.75,3999,3901,"hypothetical protein, conserved",PG696
877,Tb427_030017800,6.02,5.76,3936,3930,"hypothetical protein, conserved",PG697
878,Tb427_030017900,6.87,6.81,5652,5888,"hypothetical protein, conserved",PG698
879,Tb427_030018000,5.68,3.66,3031,1262,"RecQ mediated genome instability protein, putative",PG699
880,Tb427_030018100,7.95,8.33,6531,6688,"3-oxo-5-alpha-steroid 4-dehydrogenase, putative",PG700
881,Tb427_030018200,5.46,5.03,2544,2577,"Protein tyrosine kinase/Protein kinase domain containing protein, putative",PG701
882,Tb427_030018300,3.44,3.85,755,1830,"D-ala D-ala ligase C-terminus/SET domain containing protein, putative",PG702
883,Tb427_030018400,4.84,3.61,1491,839,"CHAP domain containing protein, putative",PG703
884,Tb427_030018500,4.98,3.67,1664,1306,"hypothetical protein, conserved",PG704
885,Tb427_030018600,3.25,5.92,208,4305,"hypothetical protein, conserved",PG705
886,Tb427_030018700,6.67,6.35,5345,5218,"hypothetical protein, conserved",PG706
887,Tb427_030018800,5.88,6.08,3576,4664,"Histone RNA hairpin-binding protein RNA-binding domain containing protein, putative",PG707
888,Tb427_030018900,6.9,6.45,5701,5389,"Not1 N-terminal domain, CCR4-Not complex component/NOT2 / NOT3 / NOT5 family, putative",PG708
889,Tb427_030019000,5.73,5.24,3201,2879,"WD domain, G-beta repeat, putative",PG709
890,Tb427_030019100,4.84,6.23,1492,4998,"TPM domain containing protein, putative",PG710
891,Tb427_030019300,5.93,3.51,3681,106,"hypothetical protein, conserved",PG711
892,Tb427_030019400,6.34,6.13,4702,4785,"DNA / pantothenate metabolism flavoprotein, putative",PG712
893,REV__Tb427_080060200,6.34,6.13,4702,4785,REV__Tb427_080060200,PG712
894,Tb427_030019500,5.99,6.1,3850,4724,"hypothetical protein, conserved",PG713
895,Tb427_030019600,6.34,6.22,4700,4981,"Tetratricopeptide repeat, putative",PG714
896,Tb427_030019700,5.43,5.06,2481,2626,"hypothetical protein, conserved",PG715
897,Tb427_030019800,5.62,4.97,2893,2514,"hypothetical protein, conserved",PG716
898,Tb427_030019900,4.79,3.55,1426,241,"Microtubule binding/Kinesin motor domain containing protein, putative",PG717
899,Tb427_030020000,5.96,6.12,3778,4780,"Acylphosphatase, putative",PG718
900,Tb427_030020100,4.26,5.18,1039,2790,"Microtubule binding/Kinesin motor domain containing protein, putative",PG719
901,Tb427_030020200,6.1,6.66,4129,5702,"hypothetical protein, conserved",PG720
902,Tb427_030020300,4.69,3.58,1339,504,"Protein kinase domain/Protein tyrosine kinase, putative",PG721
903,Tb427_030020400,5.48,5.22,2581,2842,"hypothetical protein, conserved",PG722
904,Tb427_030020500,3.3,6.37,380,5251,"hypothetical protein, conserved",PG723
905,Tb427_030020600,6.56,6.2,5161,4941,"Creatinase/Prolidase N-terminal domain/Metallopeptidase family M24/C-terminal region of peptidase_M24, putative",PG724
906,Tb427_030020700,7.49,7.66,6307,6501,"Cytidylate kinase, putative",PG725
907,Tb427_030020800,6.4,6.33,4828,5188,"NLI interacting factor-like phosphatase, putative",PG726
908,Tb427_030020900,5.56,3.67,2765,1298,"hypothetical protein, conserved",PG727
